Hotel Name,Address,Rooms
パレスホテル東京,東京都・丸の内／大手町地下通路直結 [全284室],"[{'Room type': 'デラックスキング（禁煙）', 'Room Price Detail': ['ポイント2%分利用で86,020円～2名税込84,300円～詳細･予約', 'ポイント16%分利用+割引で140,668円～朝食付2名税込102,814円～詳細･予約', 'ポイント7%分利用+割引で170,178円～夕食付2名税込137,695円～詳細･予約']}, {'Room type': 'デラックスキング with バルコニー（禁煙）', 'Room Price Detail': ['ポイント7%分利用+割引で129,030円～2名税込114,004円～詳細･予約', 'ポイント16%分利用+割引で163,438円～朝食付2名税込119,456円～詳細･予約', 'ポイント7%分利用+割引で192,870円～夕食付2名税込156,058円～詳細･予約']}, {'Room type': 'デラックスツイン with バルコニー（禁煙）', 'Room Price Detail': ['ポイント7%分利用+割引で129,030円～2名税込114,004円～詳細･予約', 'ポイント16%分利用+割引で163,438円～朝食付2名税込119,456円～詳細･予約', 'ポイント7%分利用+割引で192,870円～夕食付2名税込156,058円～詳細･予約']}, {'Room type': 'クラブデラックスツイン with バルコニー（禁煙）', 'Room Price Detail': ['ポイント16%分利用+割引で178,366円～朝食付2名税込130,363円～詳細･予約']}, {'Room type': 'クラブデラックスキング with バルコニー（禁煙）', 'Room Price Detail': ['ポイント16%分利用+割引で178,366円～朝食付2名税込130,363円～詳細･予約']}, {'Room type': 'グランドデラックスツイン（禁煙）', 'Room Price Detail': ['ポイント2%分利用で137,886円～2名税込135,130円～詳細･予約', 'ポイント16%分利用+割引で182,414円～朝食付2名税込133,309円～詳細･予約', 'ポイント7%分利用+割引で204,216円～夕食付2名税込165,236円～詳細･予約']}, {'Room type': 'クラブグランドデラックスツイン（禁煙）', 'Room Price Detail': ['ポイント16%分利用+割引で193,546円～朝食付2名税込141,458円～詳細･予約']}, {'Room type': 'グランドデラックスキング with バルコニー（禁煙）', 'Room Price Detail': ['ポイント7%分利用+割引で189,750円～2名税込153,533円～詳細･予約', 'ポイント7%分利用+割引で201,388円～朝食付2名税込162,944円～詳細･予約']}, {'Room type': 'クラブグランドデラックスキング with バルコニー（禁煙）', 'Room Price Detail': ['ポイント7%分利用+割引で215,050円～朝食付2名税込174,004円～詳細･予約']}, {'Room type': 'エグゼクティブスイート（キング）', 'Room Price Detail': ['ポイント7%分利用+割引で278,300円～朝食付2名税込225,174円～詳細･予約']}, {'Room type': 'ガーデンスイート（キング）', 'Room Price Detail': ['ポイント7%分利用+割引で359,260円～朝食付2名税込290,682円～詳細･予約']}, {'Room type': 'プレミアスイート（キング）', 'Room Price Detail': ['ポイント7%分利用+割引で379,500円～朝食付2名税込307,058円～詳細･予約']}, {'Room type': 'プレミアスイート （ツイン）', 'Room Price Detail': ['ポイント7%分利用+割引で379,500円～朝食付2名税込307,058円～詳細･予約']}, {'Room type': 'パークスイート（ツイン）', 'Room Price Detail': ['ポイント7%分利用+割引で460,460円～朝食付2名税込372,559円～詳細･予約']}, {'Room type': '千代田スイート（ツイン）', 'Room Price Detail': ['ポイント2%分利用で404,800円～朝食付2名税込396,704円～詳細･予約']}, {'Room type': 'テラススイート（都内最大 約40平米のテラス付）', 'Room Price Detail': ['ポイント7%分利用+割引で567,986円～朝食付2名税込459,561円～詳細･予約']}]"
ホテルシギラミラージュ,沖縄県・宮古島市 [全160室],"[{'Room type': 'スーペリアルーム（52平米/2-4階）＜眺望指定なし＞', 'Room Price Detail': ['ポイント12%分利用で45,560円～朝食付2名税込40,100円～詳細･予約']}, {'Room type': 'スーペリアルーム（52平米/5-8階）＜サンセットビュー＞', 'Room Price Detail': ['ポイント12%分利用で48,780円～朝食付2名税込42,936円～詳細･予約']}, {'Room type': 'デラックスルーム＜テラスジャグジー付＞', 'Room Price Detail': ['ポイント12%分利用で51,340円～朝食付2名税込45,184円～詳細･予約']}, {'Room type': 'スーペリアルーム（52平米/5-8階）＜オーシャンビュー＞', 'Room Price Detail': ['ポイント12%分利用で54,560円～朝食付2名税込48,020円～詳細･予約']}, {'Room type': 'ジュニアスイート＜デイベッド・テラスジャグジー付＞', 'Room Price Detail': ['ポイント12%分利用で57,460円～朝食付2名税込50,572円～詳細･予約']}, {'Room type': 'デラックススイート1ベッドルーム＜テラスジャグジー付＞', 'Room Price Detail': ['ポイント12%分利用で63,920円～朝食付2名税込56,252円～詳細･予約']}, {'Room type': 'プールヴィラプレミア1F\u3000温水プライベートプール・ラウンジ', 'Room Price Detail': ['ポイント12%分利用で63,920円～朝食付2名税込56,252円～詳細･予約']}, {'Room type': '【ドッグフレンドリールーム】プールヴィラプレミア1F', 'Room Price Detail': ['ポイント12%分利用で63,920円～朝食付2名税込56,252円～詳細･予約']}, {'Room type': 'プールヴィラプレミア2F\u3000温水プライベートプール・ラウンジ', 'Room Price Detail': ['ポイント12%分利用で73,940円～朝食付2名税込65,072円～詳細･予約']}, {'Room type': 'ファミリープールスイート＜お子様用プライベートプール付＞', 'Room Price Detail': ['ポイント12%分利用で78,400円～朝食付2名税込68,992円～詳細･予約']}, {'Room type': 'ミラージュフロア・デラックススイート＜ラウンジ利用付＞', 'Room Price Detail': ['ポイント12%分利用で80,740円～朝食付2名税込71,056円～詳細･予約']}, {'Room type': 'デラックススイート2ベッドルーム＜ジャグジー付＞', 'Room Price Detail': ['ポイント12%分利用で90,240円～朝食付2名税込79,416円～詳細･予約']}, {'Room type': 'デラックススイート2ベッドルームデイベッド付＜ジャグジー付＞', 'Room Price Detail': ['ポイント12%分利用で90,240円～朝食付2名税込79,416円～詳細･予約']}, {'Room type': 'ミラージュフロア・プレミアスイート＜ラウンジ利用付＞', 'Room Price Detail': ['ポイント12%分利用で94,420円～朝食付2名税込83,092円～詳細･予約']}, {'Room type': 'プールヴィラプレミア メゾネット\u3000温水プライベートプール付', 'Room Price Detail': ['ポイント12%分利用で94,420円～朝食付2名税込83,092円～詳細･予約']}, {'Room type': 'ミラージュフロア・ガーデンプールスイート＜ラウンジ利用付＞', 'Room Price Detail': ['ポイント12%分利用で109,000円～朝食付2名税込95,920円～詳細･予約']}]"
熱海・伊豆山 佳ら久（ORIX HOTELS＆RESORTS）,静岡県・熱海・伊豆山  / 熱海温泉[全57室],"[{'Room type': 'デラックスルーム低層階（和タイプ）2名定員', 'Room Price Detail': ['ポイント15%分利用で93,060円～夕朝食付2名税込79,110円～詳細･予約', 'ポイント15%分利用で99,000円～朝食付2名税込84,150円～詳細･予約']}, {'Room type': 'デラックスルーム低層階（和タイプ）4名定員', 'Room Price Detail': ['ポイント15%分利用で93,060円～夕朝食付2名税込79,110円～詳細･予約', 'ポイント15%分利用で105,600円～朝食付2名税込89,760円～詳細･予約']}, {'Room type': 'デラックスルーム低層階（洋タイプ）2名定員', 'Room Price Detail': ['ポイント15%分利用で93,060円～夕朝食付2名税込79,110円～詳細･予約', 'ポイント15%分利用で99,000円～朝食付2名税込84,150円～詳細･予約']}, {'Room type': 'デラックスルーム低層階（洋タイプ）3名定員', 'Room Price Detail': ['ポイント15%分利用で93,060円～夕朝食付2名税込79,110円～詳細･予約', 'ポイント15%分利用で105,600円～朝食付2名税込89,760円～詳細･予約']}, {'Room type': 'デラックスルーム高層階（和タイプ）2名定員', 'Room Price Detail': ['ポイント15%分利用で102,960円～夕朝食付2名税込87,525円～詳細･予約', 'ポイント15%分利用で110,000円～朝食付2名税込93,500円～詳細･予約']}, {'Room type': 'デラックスルーム高層階（和タイプ）3名定員', 'Room Price Detail': ['ポイント15%分利用で102,960円～夕朝食付2名税込87,525円～詳細･予約', 'ポイント15%分利用で116,600円～朝食付2名税込99,110円～詳細･予約']}, {'Room type': 'デラックスルーム高層階（和タイプ）4名定員', 'Room Price Detail': ['ポイント15%分利用で102,960円～夕朝食付2名税込87,525円～詳細･予約', 'ポイント15%分利用で116,600円～朝食付2名税込99,110円～詳細･予約']}, {'Room type': 'デラックスルーム高層階（洋タイプ）2名定員', 'Room Price Detail': ['ポイント15%分利用で102,960円～夕朝食付2名税込87,525円～詳細･予約', 'ポイント15%分利用で116,600円～朝食付2名税込99,110円～詳細･予約']}, {'Room type': 'デラックスルーム高層階（洋タイプ）4名定員', 'Room Price Detail': ['ポイント15%分利用で102,960円～夕朝食付2名税込87,525円～詳細･予約']}, {'Room type': 'デラックスルーム低層階（和タイプ）3名定員', 'Room Price Detail': ['ポイント15%分利用で105,600円～朝食付2名税込89,760円～詳細･予約', 'ポイント15%分利用で110,880円～夕朝食付2名税込94,260円～詳細･予約']}, {'Room type': 'デラックスルーム低層階（洋タイプ）4名定員', 'Room Price Detail': ['ポイント15%分利用で105,600円～朝食付2名税込89,760円～詳細･予約', 'ポイント15%分利用で110,880円～夕朝食付2名税込94,260円～詳細･予約']}, {'Room type': '佳ら久ルーム\u3000露天風呂付（洋タイプ）2名定員', 'Room Price Detail': ['ポイント15%分利用で112,860円～夕朝食付2名税込95,940円～詳細･予約']}, {'Room type': '佳ら久ルーム\u3000露天風呂付（洋タイプ）3名定員', 'Room Price Detail': ['ポイント15%分利用で112,860円～夕朝食付2名税込95,940円～詳細･予約', 'ポイント15%分利用で147,400円～朝食付2名税込125,290円～詳細･予約']}, {'Room type': 'デラックスルーム高層階（洋タイプ）3名定員', 'Room Price Detail': ['ポイント15%分利用で114,840円～夕朝食付2名税込97,620円～詳細･予約']}]"
ホテルニューグランド,神奈川県・横浜・山下町 [全230室],"[{'Room type': 'タワー館スタンダード\u3000ツイン（禁煙）', 'Room Price Detail': ['ポイント10%分利用で22,000円～2名税込19,800円～詳細･予約', 'ポイント10%分利用で30,200円～朝食付2名税込27,180円～詳細･予約', 'ポイント10%分利用で44,800円～夕朝食付2名税込40,320円～詳細･予約']}, {'Room type': 'タワー館スタンダードツイン（喫煙）', 'Room Price Detail': ['ポイント10%分利用で22,000円～2名税込19,800円～詳細･予約', 'ポイント10%分利用で30,200円～朝食付2名税込27,180円～詳細･予約', 'ポイント10%分利用で44,800円～夕朝食付2名税込40,320円～詳細･予約']}, {'Room type': '本館グランドダブル（禁煙）', 'Room Price Detail': ['ポイント10%分利用で23,000円～2名税込20,700円～詳細･予約', 'ポイント10%分利用で31,200円～朝食付2名税込28,080円～詳細･予約']}, {'Room type': '本館グランドツイン（禁煙）', 'Room Price Detail': ['ポイント10%分利用で23,000円～2名税込20,700円～詳細･予約', 'ポイント10%分利用で31,200円～朝食付2名税込28,080円～詳細･予約']}, {'Room type': 'タワー館スタンダード\u3000ベイビューコーナーダブル（禁煙）', 'Room Price Detail': ['ポイント10%分利用で25,000円～2名税込22,500円～詳細･予約', 'ポイント10%分利用で33,200円～朝食付2名税込29,880円～詳細･予約', 'ポイント10%分利用で50,800円～夕朝食付2名税込45,720円～詳細･予約']}, {'Room type': 'タワー館スタンダード\u3000ベイビューハリウッドツイン（禁煙）', 'Room Price Detail': ['ポイント10%分利用で25,000円～2名税込22,500円～詳細･予約', 'ポイント10%分利用で33,200円～朝食付2名税込29,880円～詳細･予約', 'ポイント10%分利用で50,800円～夕朝食付2名税込45,720円～詳細･予約']}, {'Room type': 'タワー館スタンダード\u3000ベイビューコーナーダブル（喫煙）', 'Room Price Detail': ['ポイント10%分利用で25,000円～2名税込22,500円～詳細･予約', 'ポイント10%分利用で33,200円～朝食付2名税込29,880円～詳細･予約', 'ポイント10%分利用で50,800円～夕朝食付2名税込45,720円～詳細･予約']}, {'Room type': 'タワー館スタンダード\u3000ベイビューハリウッドツイン（喫煙）', 'Room Price Detail': ['ポイント10%分利用で25,000円～2名税込22,500円～詳細･予約', 'ポイント10%分利用で33,200円～朝食付2名税込29,880円～詳細･予約', 'ポイント10%分利用で50,800円～夕朝食付2名税込45,720円～詳細･予約']}, {'Room type': 'タワー館スーペリアフロア\u3000タワーサイドツイン（禁煙）', 'Room Price Detail': ['ポイント10%分利用で25,000円～2名税込22,500円～詳細･予約', 'ポイント10%分利用で33,200円～朝食付2名税込29,880円～詳細･予約']}, {'Room type': 'タワー館スーペリアフロア\u3000タワーサイドダブル（禁煙）', 'Room Price Detail': ['ポイント10%分利用で25,000円～2名税込22,500円～詳細･予約', 'ポイント10%分利用で33,200円～朝食付2名税込29,880円～詳細･予約']}, {'Room type': '本館グランドデラックスツイン（禁煙）', 'Room Price Detail': ['ポイント10%分利用で26,000円～2名税込23,400円～詳細･予約', 'ポイント10%分利用で34,200円～朝食付2名税込30,780円～詳細･予約', 'ポイント10%分利用で51,800円～夕朝食付2名税込46,620円～詳細･予約']}, {'Room type': 'タワー館スーペリアフロア\u3000ベイサイドツイン（禁煙）', 'Room Price Detail': ['ポイント10%分利用で26,000円～2名税込23,400円～詳細･予約', 'ポイント10%分利用で34,200円～朝食付2名税込30,780円～詳細･予約', 'ポイント10%分利用で51,800円～夕朝食付2名税込46,620円～詳細･予約']}, {'Room type': 'タワー館スーペリアフロア\u3000ベイサイドダブル（禁煙）', 'Room Price Detail': ['ポイント10%分利用で26,000円～2名税込23,400円～詳細･予約', 'ポイント10%分利用で34,200円～朝食付2名税込30,780円～詳細･予約', 'ポイント10%分利用で51,800円～夕朝食付2名税込46,620円～詳細･予約']}, {'Room type': 'タワー館スーペリアフロア\u3000ベイフロントハリウッドツイン（禁煙', 'Room Price Detail': ['ポイント10%分利用で28,000円～2名税込25,200円～詳細･予約', 'ポイント10%分利用で36,200円～朝食付2名税込32,580円～詳細･予約', 'ポイント10%分利用で53,800円～夕朝食付2名税込48,420円～詳細･予約']}, {'Room type': 'タワー館スーペリアフロア\u3000ベイフロントコーナーダブル（禁煙）', 'Room Price Detail': ['ポイント10%分利用で28,000円～2名税込25,200円～詳細･予約', 'ポイント10%分利用で36,200円～朝食付2名税込32,580円～詳細･予約', 'ポイント10%分利用で53,800円～夕朝食付2名税込48,420円～詳細･予約']}, {'Room type': 'タワー館グランドクラブフロア\u3000高層階ツイン（禁煙）', 'Room Price Detail': ['ポイント10%分利用で33,000円～2名税込29,700円～詳細･予約', 'ポイント10%分利用で41,200円～朝食付2名税込37,080円～詳細･予約', 'ポイント10%分利用で58,800円～夕朝食付2名税込52,920円～詳細･予約']}, {'Room type': 'タワー館グランドクラブフロア\u3000高層階ダブル（禁煙）', 'Room Price Detail': ['ポイント10%分利用で33,000円～2名税込29,700円～詳細･予約', 'ポイント10%分利用で41,200円～朝食付2名税込37,080円～詳細･予約', 'ポイント10%分利用で58,800円～夕朝食付2名税込52,920円～詳細･予約']}, {'Room type': 'タワー館グランドクラブフロア\u3000ベイビューハリウッドツイン禁煙', 'Room Price Detail': ['ポイント10%分利用で36,000円～2名税込32,400円～詳細･予約', 'ポイント10%分利用で44,200円～朝食付2名税込39,780円～詳細･予約']}, {'Room type': 'タワー館グランドクラブフロア\u3000ベイビューコーナーダブル（禁煙', 'Room Price Detail': ['ポイント10%分利用で36,000円～2名税込32,400円～詳細･予約', 'ポイント10%分利用で44,200円～朝食付2名税込39,780円～詳細･予約']}, {'Room type': 'タワー館スーペリアフロア\u3000ベイサイドツイン（AT）', 'Room Price Detail': ['ポイント10%分利用で60,400円～朝食付2名税込54,360円～詳細･予約']}, {'Room type': '本館グランドスイート\u3000ツイン（禁煙）', 'Room Price Detail': ['ポイント10%分利用で81,000円～2名税込72,900円～詳細･予約', 'ポイント10%分利用で89,200円～朝食付2名税込80,280円～詳細･予約']}, {'Room type': '本館グランドスイート\u3000ダブル（禁煙）', 'Room Price Detail': ['ポイント10%分利用で81,000円～2名税込72,900円～詳細･予約', 'ポイント10%分利用で89,200円～朝食付2名税込80,280円～詳細･予約']}, {'Room type': 'タワー館グランドクラブフロア\u3000セミスイートハリウッドツイン', 'Room Price Detail': ['ポイント10%分利用で81,000円～2名税込72,900円～詳細･予約', 'ポイント10%分利用で89,200円～朝食付2名税込80,280円～詳細･予約']}, {'Room type': 'タワー館グランドクラブフロア\u3000プルミエスイート\u3000ツイン（禁煙', 'Room Price Detail': ['ポイント10%分利用で86,000円～2名税込77,400円～詳細･予約', 'ポイント10%分利用で94,200円～朝食付2名税込84,780円～詳細･予約', 'ポイント10%分利用で134,800円～夕朝食付2名税込121,320円～詳細･予約']}, {'Room type': 'タワー館グランドクラブフロア\u3000プルミエスイート\u3000ダブル（禁煙', 'Room Price Detail': ['ポイント10%分利用で86,000円～2名税込77,400円～詳細･予約', 'ポイント10%分利用で94,200円～朝食付2名税込84,780円～詳細･予約', 'ポイント10%分利用で134,800円～夕朝食付2名税込121,320円～詳細･予約']}]"
ハレクラニ沖縄,沖縄県・恩納村 [全360室],[]
シギラベイサイドスイート アラマンダ,沖縄県・宮古島 [全174室],"[{'Room type': 'ジャグジースイート・グリーンビュー1F＜テラスジャグジー付＞', 'Room Price Detail': ['ポイント20%分利用で34,340円～朝食付2名税込27,480円～詳細･予約']}, {'Room type': 'スーペリアスイート1F-4F＜デイベッド付＞', 'Room Price Detail': ['ポイント20%分利用で36,200円～朝食付2名税込28,960円～詳細･予約']}, {'Room type': 'ジャグジースイート1F-4F＜キッチン・テラスジャグジー付＞', 'Room Price Detail': ['ポイント20%分利用で39,100円～朝食付2名税込31,280円～詳細･予約']}, {'Room type': 'プールヴィララグーンスイート 1F-3F＜ラウンジ利用付＞', 'Room Price Detail': ['ポイント20%分利用で45,900円～朝食付2名税込36,720円～詳細･予約']}, {'Room type': 'プールヴィララグーンスイート ダブルルーム3F\u3000ラウンジ利用', 'Room Price Detail': ['ポイント20%分利用で45,900円～朝食付2名税込36,720円～詳細･予約']}, {'Room type': 'プールヴィララグーンスイート最上階・4F＜ラウンジ利用付＞', 'Room Price Detail': ['ポイント20%分利用で51,340円～朝食付2名税込41,080円～詳細･予約']}, {'Room type': '＜愛犬ルーム＞プールヴィララグーンスイート1F\u3000ラウンジ利用', 'Room Price Detail': ['ポイント20%分利用で54,000円～朝食付2名税込43,200円～詳細･予約']}, {'Room type': '部屋タイプ指定なし（禁煙）', 'Room Price Detail': ['ポイント20%分利用で63,800円～朝食付2名税込51,040円～詳細･予約']}, {'Room type': 'プールヴィラロイヤルスイート＜温水プール・サウナ・ラウンジ＞', 'Room Price Detail': ['ポイント20%分利用で67,660円～朝食付2名税込54,140円～詳細･予約']}]"
ザ・キャピトルホテル 東急,東京都・溜池山王駅・国会議事堂前駅直結 [全251室],"[{'Room type': 'デラックスハリウッドツイン【禁煙】', 'Room Price Detail': ['ポイント17%分利用+割引で101,832円～2名税込76,078円～詳細･予約', 'ポイント17%分利用+割引で113,470円～朝食付2名税込84,767円～詳細･予約']}, {'Room type': 'デラックスキング【禁煙】', 'Room Price Detail': ['ポイント17%分利用+割引で101,832円～2名税込76,078円～詳細･予約', 'ポイント17%分利用+割引で113,470円～朝食付2名税込84,767円～詳細･予約']}, {'Room type': 'デラックスキング【喫煙】', 'Room Price Detail': ['ポイント17%分利用+割引で109,104円～2名税込81,517円～詳細･予約', 'ポイント17%分利用+割引で120,742円～朝食付2名税込90,206円～詳細･予約']}, {'Room type': 'プレミアコーナーツイン【禁煙】', 'Room Price Detail': ['ポイント17%分利用+割引で130,926円～2名税込97,808円～詳細･予約', 'ポイント17%分利用+割引で142,564円～朝食付2名税込106,497円～詳細･予約']}, {'Room type': 'プレミアコーナーキング【禁煙】', 'Room Price Detail': ['ポイント17%分利用+割引で130,926円～2名税込97,808円～詳細･予約', 'ポイント17%分利用+割引で142,564円～朝食付2名税込106,497円～詳細･予約']}, {'Room type': 'プレミアコーナーツイン【喫煙】', 'Room Price Detail': ['ポイント17%分利用+割引で138,200円～2名税込103,249円～詳細･予約']}, {'Room type': 'プレミアコーナーツイン ビューバス【禁煙】', 'Room Price Detail': ['ポイント17%分利用+割引で138,200円～2名税込103,249円～詳細･予約', 'ポイント17%分利用+割引で169,444円～朝食付2名税込126,575円～詳細･予約']}, {'Room type': 'プレミアコーナーキング ビューバス【禁煙】', 'Room Price Detail': ['ポイント17%分利用+割引で138,200円～2名税込103,249円～詳細･予約', 'ポイント17%分利用+割引で169,444円～朝食付2名税込126,575円～詳細･予約']}, {'Room type': 'クラブデラックスキング【禁煙】', 'Room Price Detail': ['ポイント17%分利用+割引で145,474円～朝食付2名税込108,675円～詳細･予約']}, {'Room type': 'クラブデラックスハリウッド【禁煙】', 'Room Price Detail': ['ポイント17%分利用+割引で145,474円～朝食付2名税込108,675円～詳細･予約']}, {'Room type': 'プレミアキング【禁煙】', 'Room Price Detail': ['ポイント17%分利用+割引で145,474円～2名税込108,675円～詳細･予約', 'ポイント17%分利用+割引で157,112円～朝食付2名税込117,364円～詳細･予約']}, {'Room type': 'ユニバーサルコーナーツイン【禁煙】', 'Room Price Detail': ['ポイント17%分利用+割引で167,548円～朝食付2名税込125,175円～詳細･予約']}, {'Room type': 'クラブプレミアコーナーツイン【禁煙】', 'Room Price Detail': ['ポイント17%分利用+割引で189,116円～朝食付2名税込141,272円～詳細･予約']}, {'Room type': 'ドッグフレンドリープレミアコーナーツイン【禁煙】', 'Room Price Detail': ['ポイント17%分利用+割引で199,164円～朝食付2名税込148,784円～詳細･予約']}, {'Room type': 'クラブプレミアキング【禁煙】', 'Room Price Detail': ['ポイント17%分利用+割引で203,664円～朝食付2名税込152,154円～詳細･予約']}, {'Room type': 'ドッグフレンドリープレミアキング【禁煙】', 'Room Price Detail': ['ポイント17%分利用+割引で213,712円～朝食付2名税込159,651円～詳細･予約']}, {'Room type': 'コネクティングルーム【禁煙】', 'Room Price Detail': ['ポイント17%分利用+割引で232,760円～2名税込173,886円～詳細･予約', 'ポイント17%分利用+割引で244,398円～朝食付2名税込182,577円～詳細･予約']}, {'Room type': 'ジュニアスイート【禁煙】', 'Room Price Detail': ['ポイント17%分利用+割引で247,306円～朝食付2名税込184,751円～詳細･予約']}, {'Room type': 'エグゼクティブスイート\u3000キング\u3000【禁煙】', 'Room Price Detail': ['ポイント17%分利用+割引で436,424円～朝食付2名税込326,023円～詳細･予約']}, {'Room type': 'エグゼクティブスイート\u3000ツイン【禁煙】', 'Room Price Detail': ['ポイント17%分利用+割引で436,424円～朝食付2名税込326,023円～詳細･予約']}, {'Room type': 'ガーデンスイート ツイン 【禁煙】', 'Room Price Detail': ['ポイント17%分利用+割引で581,900円～朝食付2名税込434,681円～詳細･予約']}]"
シャングリ・ラ 東京,東京都・丸の内・東京駅隣接 [全200室],"[{'Room type': '【禁煙】デラックスキングルーム', 'Room Price Detail': ['ポイント2%分利用で104,362円～2名税込102,276円～詳細･予約', 'ポイント2%分利用で120,048円～朝食付2名税込117,648円～詳細･予約']}, {'Room type': '【禁煙】デラックスツインルーム', 'Room Price Detail': ['ポイント2%分利用で104,362円～2名税込102,276円～詳細･予約', 'ポイント2%分利用で120,048円～朝食付2名税込117,648円～詳細･予約']}, {'Room type': '【禁煙】デラックス インペリアルガーデンビューキングルーム', 'Room Price Detail': ['ポイント2%分利用で110,686円～2名税込108,474円～詳細･予約', 'ポイント2%分利用で126,372円～朝食付2名税込123,846円～詳細･予約']}, {'Room type': '【禁煙】デラックス インペリアルガーデンビューツインルーム', 'Room Price Detail': ['ポイント2%分利用で110,686円～2名税込108,474円～詳細･予約', 'ポイント2%分利用で126,372円～朝食付2名税込123,846円～詳細･予約']}, {'Room type': '【禁煙】プレミアルーム', 'Room Price Detail': ['ポイント2%分利用で129,662円～2名税込127,070円～詳細･予約', 'ポイント2%分利用で145,348円～朝食付2名税込142,442円～詳細･予約']}, {'Room type': 'ホライゾンデラックスキングルーム', 'Room Price Detail': ['ポイント2%分利用で151,800円～朝食付2名税込148,764円～詳細･予約']}, {'Room type': 'ホライゾンデラックスインペリアルガーデンビューキングルーム', 'Room Price Detail': ['ポイント2%分利用で154,962円～朝食付2名税込151,864円～詳細･予約']}, {'Room type': 'ホライゾンデラックスインペリアルガーデンビューツインルーム', 'Room Price Detail': ['ポイント2%分利用で158,124円～朝食付2名税込154,962円～詳細･予約']}, {'Room type': 'ホライゾンデラックスツインルーム', 'Room Price Detail': ['ポイント2%分利用で164,450円～朝食付2名税込161,162円～詳細･予約']}, {'Room type': '【禁煙】エグゼクティブスイート', 'Room Price Detail': ['ポイント2%分利用で167,612円～朝食付2名税込164,260円～詳細･予約']}, {'Room type': '【禁煙】プレミアスイート（部屋タイプお任せツインorキング）', 'Room Price Detail': ['ポイント2%分利用で294,112円～朝食付2名税込288,230円～詳細･予約']}]"
熱海パールスターホテル,静岡県・熱海  / 熱海温泉[全87室],"[{'Room type': 'スーペリア オーシャンビュー 室礼', 'Room Price Detail': ['ポイント15%分利用で64,250円～朝食付2名税込54,620円～詳細･予約', 'ポイント15%分利用で93,884円～夕朝食付2名税込79,814円～詳細･予約']}, {'Room type': 'スーペリアオーシャンビュー“ROTEN”', 'Room Price Detail': ['ポイント15%分利用で75,250円～朝食付2名税込63,970円～詳細･予約', 'ポイント15%分利用で121,866円～夕朝食付2名税込103,596円～詳細･予約']}, {'Room type': 'デラックス\u3000オーシャンビュー\u3000“ROTEN”\u3000（高層階）', 'Room Price Detail': ['ポイント15%分利用で86,140円～朝食付2名税込73,225円～詳細･予約', 'ポイント15%分利用で132,212円～夕朝食付2名税込112,382円～詳細･予約']}, {'Room type': 'デラックス\u3000オーシャンビュー\u3000“ROTEN”\u3000室礼', 'Room Price Detail': ['ポイント15%分利用で86,140円～朝食付2名税込73,225円～詳細･予約', 'ポイント15%分利用で132,212円～夕朝食付2名税込112,382円～詳細･予約']}, {'Room type': 'DX オーシャンビュー “VIEW BATH” 室礼', 'Room Price Detail': ['ポイント15%分利用で109,340円～朝食付2名税込92,945円～詳細･予約', 'ポイント15%分利用で127,974円～夕朝食付2名税込108,789円～詳細･予約']}, {'Room type': '【バリアフリー対応】ユニバーサル オーシャンビュー ツイン', 'Room Price Detail': ['ポイント15%分利用で109,340円～朝食付2名税込92,945円～詳細･予約', 'ポイント15%分利用で143,802円～夕朝食付2名税込122,232円～詳細･予約']}, {'Room type': 'スイート\u3000ヒルサイド\u3000“TERRACE BATH”\u3000（街側）', 'Room Price Detail': ['ポイント15%分利用で163,350円～朝食付2名税込138,855円～詳細･予約', 'ポイント15%分利用で195,110円～夕朝食付2名税込165,845円～詳細･予約']}, {'Room type': 'スイートヒルサイド“TERRACE BATH”室礼（街側）', 'Room Price Detail': ['ポイント15%分利用で163,350円～朝食付2名税込138,855円～詳細･予約', 'ポイント15%分利用で195,110円～夕朝食付2名税込165,845円～詳細･予約']}, {'Room type': 'ジュニアスイート\u3000オーシャンビュー\u3000“ROTEN”', 'Room Price Detail': ['ポイント15%分利用で179,684円～朝食付2名税込152,744円～詳細･予約', 'ポイント15%分利用で210,630円～夕朝食付2名税込179,040円～詳細･予約']}, {'Room type': 'プレミアスイート\u3000オーシャンビュー\u3000“ROTEN”', 'Room Price Detail': ['ポイント15%分利用で359,370円～朝食付2名税込305,475円～詳細･予約', 'ポイント15%分利用で381,330円～夕朝食付2名税込324,135円～詳細･予約']}]"
